Sl. No.,contact_name,inserted_at,pothole_duration_months,pothole_landmark_image,pothole_image,pothole_latlong,pothole_roadname,Ward,Zone
,Sanjeev Kumar S,2021-01-23 00:01:36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4771277f-43ba-4fbd-8b1e-178bb1abc3b0,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/73cea749-cc0a-46c9-806d-7e8ba2135156,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/72049412-9ed4-434a-8a7f-657e99fa32fe,"13.0107,77.6261",Sakamma Layout,49,West
,santhu735,2021-01-22 11:19:07,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5436ee8b-2314-4427-b978-ad95e38b7852,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/376fa198-2018-450d-9ec2-20cc5443a0e8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6b302fda-6354-4109-b4c2-1d1b9c548b6f,"13.0166647535658,77.5180828571319","Chamundeshwari nagar 4th cross, laggere",41,West
,Santosh,2021-01-18 17:34:42,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f3927668-206d-427d-842f-fdd2bb76d949,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b0e60faa-63e7-4d7c-ba3d-a661e98488ea,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1f42f0be-7ede-4a84-8c3e-7f1a0b4a9045,"13.0272866,77.6550666","2nd Cross Road, Coconut Grove Layout",25,Yelahanka
,Saravanan,2021-01-19 10:12:54,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3ec8d164-07cc-4afd-9740-a0a7164e7e3b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/37b44f3c-3c28-4986-a9fe-e616c86d8fde,"13.0857848,77.618417",Agrahara Main road,5,Yelahanka
,Saravanan,2021-01-18 15:57:06,2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/22df770d-50c5-4b7e-9dbf-4fa5aeba995b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6e2e7075-091f-446b-b586-2c96d3660310,"13.103572,77.616202",Kogilu Road,5,Yelahanka
,Saravanan,2021-01-29 18:28:52,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/15f8ae61-9c79-4b5c-a987-6513a4e63796,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/38256e3d-1d6c-499e-a296-fdc0a5abecb8,"13.085553, 77.631679",Chokkanahalli Road near Karnataka public school,5,Yelahanka
,Saravanan,2021-01-29 18:19:16,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/44e66513-ef23-4082-817c-278fa29cf5e2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a7e756a5-2159-48f3-8b72-da59116d0df9,"13.082819, 77.622787",Sampigehalli Road,5,Yelahanka
,Sharath,2021-01-21 12:43:43,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bd87a130-9840-4efc-9d21-ca5d35c64662,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2ad8fc35-cc75-4ced-8f14-84e30456343c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b962b133-7390-4d6a-8eea-fd4bef0e684c,"12.9529252636732,77.6996433013481",outer ring road,86,Mahadevapura
,Shivanand S,2021-01-21 08:19:10,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dc7c87f2-bf1f-4fd3-bcf9-1404267bcdeb,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/51a0a501-ed8a-4349-9902-a016a154e3dd,"12.9361356,77.4782909","100 feet road, vishweshraiya layout kengeri",201,Rajarajeswari Nagar
,Shreehari,2021-01-21 09:30:26,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/26c94c9b-3630-4ed9-ab40-a8dfab4d1329,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a3ac0c97-3b3f-4c70-b312-2c8f7990fb17,"12.9016452,77.5233218",BDA link road Channasandra RR Nagar,160,Rajarajeswari Nagar
,Shreehari,2021-01-21 07:42:03,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d8410786-33a4-4e1a-a128-41d043c290ba,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/65c9a0bd-f3e9-4e6b-95e9-3818127cb764,"12.9031987,77.5235341",BDA link road Channasandra RR Nagar,160,Rajarajeswari Nagar
,Shrikant,2021-01-16 16:43:42,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b004ee44-9387-4d51-bc86-352d968317a1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/19d57986-9b81-4c02-8950-259703a73f7b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2d93ff5c-aeb5-4447-b5de-228493ff4233,"12.8664822,77.6516161",Basapura village road,192,Bommanahalli
,Shyam,2021-01-31 00:00:06,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a832faad-301a-4380-88d7-dcaeb7a06270,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4fc787da-108d-4bc0-a2ba-4894ad84b15f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4ac7b77a-3adf-4f0a-847e-1638c81d17f7,"13.040534, 77.680893",Hormavu kalkere road opp kalkere government school,26,Yelahanka
,Shyamasunder V,2021-01-18 20:21:50,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/315c4e49-0fe3-4a9f-afe8-18887804de99,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/28009782-dd26-4f55-b73a-64221e802d40,"12.9519648,77.566634",Bull temple road cross,142,South
,Siddhant Gupta,2021-01-18 08:25:40,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7cd4df43-a109-440c-ab26-6b3f5b638d00,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fdfa847a-d564-4bd0-865f-e245ba0b914b,"13.0666370391845,77.6525573730468",Hennur Bagalur Main Road,54,West
,SK,2021-01-17 20:39:06,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2bb9076f-5380-4657-85c3-f51b6b8eaac4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/47430c8b-785c-40cc-88ec-f8e6ac89190c,"12.8650158051352,77.6512059196829",Basapura Village Road,192,Bommanahalli
,SKV,2021-01-21 07:08:36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c7d44bee-8bfe-4175-b01e-0948b8d4fc4b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a1f04a99-40d7-4646-a9cc-59b7a029e24c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8ca177bd-4cbf-45c3-a9ba-8c83f0fcfa01,"12.8870174071765,77.5413345918059",Subtamanyapura road,184,Bommanahalli
,SKV,2021-01-20 21:01:56,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9a4e99f3-dcb8-4b02-9180-49719b8832d6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/754d9d8c-5c32-4137-a3ed-3e53d260aaed,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/611fbb64-440f-4b45-b935-2aed2af5a827,"12.8856961406922,77.5454367880367",Gubbalala main road,184,Bommanahalli
,Smitha Rao,2021-01-31 17:46:59,36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f2b95e9c-b43a-48ca-b5ac-17e79af25a2e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cbb3ee8d-142e-42b5-a0f8-db5766404fee,"13.035281, 77.571681",Isro road,18,Yelahanka
,snigam,2021-01-14 19:07:20,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0be776a8-c02e-4c49-a875-0eb48f1077fd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b92d63d1-2d18-43a3-b7ef-3b6273bd4d38,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/42a070c3-d5a0-4c30-9a0c-e9b010330066,"12.978594, 77.766796",Sapthagiri layout inner circle,83,Mahadevapura
,Srikanta H S Personal,2021-01-26 13:22:27,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cd4bf815-ac86-4103-94a8-17062fb874df,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4f97c7da-0c48-4728-9dd3-22bf2923a12e,"12.879356, 77.547001",Raghuvanahali 3rd cross,198,Rajarajeswari Nagar
,Srinivas,2021-01-20 08:33:24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/723bb641-be7e-405c-a04b-2c5e9385eec2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9f98e4ef-5b57-4eb2-84af-55728c564ecb,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/92d27b0a-b6f8-475e-a8ca-f55e98bf1a24,"13.0032520294189,77.5604248046875",Ward no 66,66,West
,Srinivas G🙊🙉🙈❤,2021-01-21 14:22:34,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/87aba087-a07d-4e3f-a481-4f58c699332f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cecf44c1-ca4a-49f7-8bf0-3565e9e07eb9,"12.9695693,77.4984647",Deepa complex and muddina palya main road,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 14:17:14,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2e23c6d8-9224-4ffd-a99b-79c89b9990bc,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/834e3412-3e7e-4fb6-a4ea-cce76a9e6de9,"12.9700693,77.4917731",Muddina palya main road,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 14:13:56,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/77ba3884-acd2-4e56-9034-a3c85a9830f0,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/95992a24-e9c4-4e26-b35b-ac114041d876,"12.9708608,77.4891877",Muddina palya main road,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:58:50,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/994a1ae0-fc42-4c07-96ba-c7a7c06f0ef7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c5efc46d-9c94-4a29-bf79-41298b5023bf,"12.9881348,77.5107923",Magadi main road Sunkadakatte,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:55:43,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/087a8c90-d90a-4754-9495-6b9d9dc097f7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dd7a714c-394f-4a93-bc71-01a28415c5d8,"12.9885177,77.5089244",Sunkadakatte,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:53:39,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/aca48d40-5c3b-4fa3-b2e9-edc8ce7a2d78,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4c3effc2-39da-4e42-bbe0-bcf4f8ef5488,"12.9890385,77.5084842",Sunkadakatte magadi main road,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:50:08,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/db18a63b-ea2c-4d4c-85d6-3cb4d7b48866,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f7c8d031-8e4e-4794-95a6-4bddf09bb9b2,"12.9891145,77.5077842",Sunkadakatte magadi main road,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:42:14,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/06273c1b-c116-4372-8716-833b76bed41b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fd461737-b0af-4900-98c2-0f6971ee8a40,"12.9897577,77.5058349",Sunkadakatte,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:39:12,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/efe2d57e-3910-4263-9cad-8d63f601533c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/af985ed6-056f-4caf-8b51-58ef1c5435b0,"12.9901447,77.5033665",Sunkadakatte magadi main road,71,Dasarahalli
,Srinivas G🙊🙉🙈❤,2021-01-21 13:36:10,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/beb81547-574c-446c-b3ef-1be8985d6af3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5d3d4af3-9150-4bb2-b8c4-a0a0b29b71d5,"12.9900545,77.5027921",Sunkadakatte magadi main road,71,Dasarahalli
,Srinivas G🙊🙉🙈❤,2021-01-21 13:30:25,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3e3d1de1-38ca-4bfa-b6f8-8910725914f2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a7aa8813-3254-4bdd-ba94-b9d1889d6b13,"12.9889785,77.499073",Magadi main road Sunkadakatte,71,Dasarahalli
,Srinivas G🙊🙉🙈❤,2021-01-21 13:26:43,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9d402ab5-9990-42b7-9432-b8274c7a4cbc,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4d1f9e4c-a15d-4a21-b0c9-991d26a94c9a,"12.9893932,77.4975033",Magadi main road Sunkadakatte,71,Dasarahalli
,Srinivas G🙊🙉🙈❤,2021-01-21 13:23:38,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cb519fea-da90-4ac5-8592-cd34ad44064a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/314157fe-ae0d-41e9-a687-723ba67d7e75,"12.9882792,77.4956626",Magadi main road mahadeshwara nagar,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:20:31,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5fc4de56-2377-44f5-bb75-d7f7e0704fc3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/06b10fd2-9270-4926-9536-fff4bed2b414,"12.9880224,77.4946746",Magadi main road mahadeshwara nagar,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:17:31,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5c602199-3777-4812-bfa8-107b6128021e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/786ec468-1c02-4a33-aecb-95cbd0abf2f7,"12.9875397,77.492761",Magadi main road andrahalli circle,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:13:39,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c1ba56d2-6b60-4315-b535-61fc550f6b5c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4cda7d1b-88ae-4456-a166-0fe0703b4586,"12.9863797,77.4900357",Anjana nagar magadi road,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:09:21,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d552f1ca-2b35-477c-a6a1-30b660257270,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4c60c9c5-3cd5-4aee-8e8c-a244f010a283,"12.9853691,77.4854219",Bydarahalli main road,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:05:55,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0e111814-b0f2-4274-85fc-540193eff017,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/37295ec6-8a7f-4bd1-8a88-59a929f2ca7d,"12.9850825,77.4828684",Bydarahalli  main road,72,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 13:00:19,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6d8875aa-fcf7-405f-9b57-643c6357c6ce,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/de46f17b-4384-48d3-832d-e61ca8c18c37,"12.9888608,77.4723368",Nice road junction,40,West
,Srinivas G🙊🙉🙈❤,2021-01-21 12:43:45,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/edae3553-019c-4f6c-9f76-92011ce1399c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/05146171-33a9-4e73-afbb-4ba553c85a4d,"12.9880109,77.5101695",Sumanahalli kottigepalya road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-21 12:34:43,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/339c0314-2059-423d-9906-6663fa067bd5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6e9a3ecf-b529-4b06-9d54-3ed45e078a16,"12.9873146,77.5190213",Sumanahalli signal,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 21:33:20,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/44f7f04c-d9f6-462d-92e1-12d93f5c513b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/52314a1d-281a-4a0f-b6f5-2363e29937a6,"12.9280108,77.5317611",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/45e1a039-92f2-4838-a5af-81f5304b4975,160,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 21:30:46,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c956813f-3fe4-4e3e-bf57-28ea254af251,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6094110e-bc41-4692-98ff-5f44f491816e,"12.9311117,77.52856",Darshan farm house road,160,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 21:26:27,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e6fecdd1-b65f-4943-92d3-bab2d0a4894d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c39ea03e-4cda-4614-b938-8aa989dd69ff,"12.9303126,77.5216685",Javare gowda doddi main road,160,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 21:20:04,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3f22e98e-0c2b-4935-9a02-9c029e4eab0a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0b4a3513-b945-48ba-adc1-982a0e9faa7a,"12.9212703,77.5239266",Javare gowda doddi main road,160,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 21:08:06,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/74d3039f-3b06-4f38-a5bf-763f742677a2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/66e55f02-4125-49fc-a070-cb9a88d12246,"12.9198176,77.513316",Pattanagere and mysore main road,160,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 21:05:30,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/38c247d4-d961-4670-a319-57ebc32e836e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0107afb2-fe2c-4580-96a8-6a077d35e84b,"12.9200132,77.5140398",Pattanagere  to mysore main road,160,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:52:50,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4d93714e-d8db-409f-8767-0d45cd235ebc,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/51578055-e714-46a5-801f-4cead48afa64,"12.9290848,77.5089925",Mysore and kenchanahalli main road,160,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:47:57,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/64d1d829-46cf-4637-a50f-f59bc326929c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8cfc3e86-0696-459f-9160-e4054b3b327e,"12.9296031,77.5058816",Mysore and kenchanahalli main road,198,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:45:32,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/572fa2db-09d1-4fd4-9dd1-5c72c4938424,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0c922bd0-7d14-4b8b-80a2-5549383c3208,"12.9296529,77.5056029",Mysore  and kenchanahalli main road,198,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:21:21,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a8aa908f-7c58-41b6-bcb8-4252f6dba884,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/39a27fd0-d638-47a2-844f-f892ee261157,"12.9601825,77.489233",Mallathahalli and rto main road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:15:47,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6c357412-dcc0-4b68-8e8e-f1e00b7e8945,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f3e09164-3436-40e1-a23e-edc1cc9ff4a9,"12.9588969,77.494979",Mallathahalli and narayan school main road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:12:08,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7034702d-be26-4eb6-a079-a3f695244627,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/80d05f3b-fbcc-4ddb-be25-80a0850c9262,"12.9584443,77.4969794",Mallathahalli main road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:09:55,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1cd19784-9179-43be-9804-7caea5c01cb9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0364fe73-ea8f-4fb8-86d9-d7c5aaf3ad16,"12.9584401,77.49748",Mallathahalli main road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:07:17,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/474a1653-9310-4421-8503-e49b9d04e2e2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/405f0797-8670-4bf0-a1d0-0173216dc029,"12.9588543,77.5006383",Mallathahalli road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-20 20:01:59,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/32622a8e-6e97-409e-980f-ab819b21aeb5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0ce38133-c5b2-496f-9bab-740898ebc0c1,"12.9576899,77.5029859",Mallathahalli road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-18 11:03:35,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/eb1b1d52-16f6-405d-b184-8279d581cc60,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4935b547-b27e-4349-9420-bd85e6ad770e,"12.9802163,77.5159668",Sumanahalli and sajjepalya service road,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-18 10:55:38,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1a3b24c9-bd2b-4241-b099-6c4ee32d6986,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4bb8f12d-56bc-49ec-88dc-ff5ffd9b4cea,"12.981522,77.5168986",Sajjepalya and sumanahalli service road,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-18 10:36:45,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/58042b48-78d7-401f-805f-7d064e29e107,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/31f5a930-77f4-4a3c-9398-d1dbfd08afa8,"12.9776917,77.5170483",Malagala main road,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-18 10:31:17,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6d1d24b9-1362-422a-8bff-e91626588bc0,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b31c8557-e740-40ef-bfd3-7979bef25b60,"12.9774284,77.5183153",Malagala main road,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-18 10:28:48,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3bce2084-5a84-40cc-9cd3-bdc710759a0b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/234711fe-9cf4-449f-9669-b3a3c2250712,"12.9773191,77.5185805",Malagala main road bridge,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-29 16:10:42,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cfe8e08f-a31e-4fd9-86d2-235b0534bc40,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a2c69542-18ca-4ffd-aec3-7531814804b8,"12.989154, 77.520265",Sumanahalli flyover,73,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-29 15:53:20,36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/794c9b50-edae-4450-b3e3-22b77b5117f1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fafa241c-297f-499a-9dfe-2f569a5c6bb7,"13.019068, 77.531713",Kanteerava studio signal,42,West
,Srinivas G🙊🙉🙈❤,2021-01-29 15:49:50,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/921c58e8-a91e-457c-a07f-145d6c160caa,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6d99df92-aa4d-4b55-a3f4-a0129db451ac,"13.026050, 77.535039",Hmt ward rajkumar punyabhumi main road,38,West
,Srinivas G🙊🙉🙈❤,2021-01-29 15:43:07,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3cf74e29-07a8-4110-9dd5-341128112726,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/79e36c5b-1155-4941-bb52-7467c28bcafd,"13.028415, 77.536137",Rajkumar punyabhumi main road opp to true value car showroom,38,West
,Srinivas G🙊🙉🙈❤,2021-01-29 15:36:28,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/539e5a24-6fc1-451f-a6e1-17ae3b456786,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/aef7efc6-9a60-4993-9c84-7975bc74a145,"13.029994, 77.537565",Gorguante palya main road,38,West
,Srinivas G🙊🙉🙈❤,2021-01-29 15:30:11,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/345ccac6-268d-46ab-bc8a-9a76e3192b02,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c81f119a-c784-49f8-b5c0-52a121db123a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f0acd2aa-dc04-4db2-a95b-55a4d72c16a5,"13.028847, 77.539597",People hospital near gorguantepalya bus stop,38,West
,Srinivas G🙊🙉🙈❤,2021-01-13 15:08:30,10,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bb45ad9f-7179-4fba-8e1a-eb3089ad5c88,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4098b141-ebb9-4a4c-88c6-2f55df57b945,"12.9680615,77.5020049",Iti layout  60 feet road,129,Rajarajeswari Nagar
,Srinivas G🙊🙉🙈❤,2021-01-13 15:05:31,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/80fc232a-f531-45f6-bbed-2547d65a88be,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e9991466-6827-4dee-a531-f75c5fe92406,"12.9695749,77.4984357",Muddina palya main road kk layout arch,72,Rajarajeswari Nagar
