Sl. No.,contact_name,inserted_at,pothole_duration_months,pothole_landmark_image,pothole_image,pothole_latlong,pothole_roadname,Ward,Zone
1,",",2021-01-21 20:16:54,ಗೊತ್ತಿಲ್ಲ,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/da9d7fc5-ae6b-4a8c-8c2b-345218656c86,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/625396bc-5cea-4793-b685-bc15b6b76254,"12.9519641,77.5210509",ರಿಂಗ್ ರೋಡ್ ಕ್ರಾಸ್,131,West
,**,2021-01-29 12:08:52,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ee833bc5-9f42-40e7-a711-b6cd0c6ee7b1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a0c1519d-622c-479a-b16a-fb3f702999e0,"12.856654, 77.563020",Anjanapurara 80 ft road,196,Bommanahalli
,~shalaj~,2021-01-18 17:07:39,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d0a8146a-5e78-4fdc-8c9a-ece65e5877f0,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0a5e859d-bc48-4d96-8ced-7f390cf3bed2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/79a0ea6b-e08a-4db4-9b77-2adbebd3f05b,"13.0693069,77.6378646",Serenity Layout,6,Yelahanka
,~shalaj~,2021-01-29 22:30:26,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b5d061dc-5a4c-409e-83da-6ab3d5abd334,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4430d6b4-0d3d-4e20-8c6b-4d44163d43ba,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2a23f70d-4596-4046-a01c-6afcaea950ac,"13.069326, 77.637830",Serenity Layout,6,Yelahanka
,👨‍👧,2021-01-21 21:00:43,60,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8e997d9b-e0fe-40a8-8820-bb3d19ca59e8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8917d82e-f438-4f66-93bc-b95cfa1e1fcd,"12.8791512,77.5473488",Opposite KSIT college signal Raghuvinahalli road,198,Rajarajeswari Nagar
,🤝,2021-01-14 16:12:07,10,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ce24f87b-754f-4cee-ada3-4d6abcc408b1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3bf9d861-1446-484a-a19c-0bb811339e6d,"12.871763, 77.662496",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5bfc1a1e-837c-4d97-84ee-35bdf4aeee8e,191,Bommanahalli
,🤝,2021-01-14 15:59:43,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/11cf49e1-3341-4f9d-9c9a-f85b770cc77a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0313f7ba-2b8f-4103-aa7b-70961542eb37,"12.875828, 77.670166",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/15a2a0d2-d20a-4f1a-8190-ebd1fc04a753,191,Bommanahalli
,🤝,2021-01-14 13:03:23,60,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6f828827-ed73-4cd1-8550-768e312d2447,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fdf7794e-7133-4954-b770-91dd3e6ae23e,"12.874046, 77.674265",rs money  house,191,Bommanahalli
,🤝,2021-01-14 12:58:55,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5a4526f1-07c6-4bb7-baaf-3b55408f9df6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a3cd3adf-c50e-4ca8-85be-511fadb8d47c,"12.873001, 77.674983",raysandra road,191,Bommanahalli
,🤝,2021-01-14 12:54:32,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d82bb741-38a2-4fb5-9a76-d0df07e41ed9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c59c3628-de58-4e93-b18c-921067c5d437,"12.873369, 77.674843",2nd cross near gangadarapa shop,191,Bommanahalli
,🤝,2021-01-14 12:51:07,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/89f655dd-ca41-40cb-85e6-542d127619f1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/74456be1-134e-44d4-894a-eb9696d62323,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/934e3700-460b-453c-8d62-049735b25e31,"12.873722, 77.674929",shivareddylayout,201,Rajarajeswari Nagar
,$ubbu,2021-01-16 16:46:32,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/47c40495-0ba3-45cb-94de-c0c8fe5bae50,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d9ac1142-11b6-4c5f-ac37-e2b8aba54ce1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/62e69aff-114e-4bc4-bd13-0ca69aa5f7fd,"12.9105253738559,77.6811286757484",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/aada3c3c-6aaf-49b1-8826-c0b44b795134,150,Mahadevapura
,A M SWAMINATHAN,2021-01-21 18:24:45,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/deafcb8d-e7c6-4f5e-910a-1e3c93eab8a8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/eff593c5-75bf-450f-8e4e-64f248bb3868,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5f68febb-66a0-4750-94fc-5b47e5c4fa09,"12.9813551,77.6390657",,80,East
,Aastha Dantewadia,2021-01-14 16:30:29,Usha apartment,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9dbc5f51-0a78-4e1d-ba5d-12ec6015f738,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/47c32807-1ba2-4748-a07d-6e676258919b,"12.960674476102131,77.59467700195692",Shanti road,117,East
,Abhay,2021-01-28 22:37:57,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4dca819c-ebbe-4f95-9847-3dfec0284bfd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/26d5a301-5ff3-49a2-8e0f-833615a3fcb8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d9adea58-9fe8-4805-b880-f7a0cfd73a18,"12.8990506,77.6725226",Owners court layout east Bangalore,150,Mahadevapura
,Abhishek Gupta,2021-01-18 23:15:39,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ffd8f905-dbb1-4061-87fe-c9650d7961f7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/60fcc0bc-05b7-45b9-84ea-8f7833145f64,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a73363e0-a233-4ec1-b5a3-aad1acd01e77,"12.9033594131469,77.6759414672851","2nd cross,Tulasi layout Kasavanahalli main road",150,Mahadevapura
,AJ🎯,2021-01-20 08:48:02,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/76a18598-3b8d-480e-a7d1-09d5c64cea01,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ac565dbe-b636-4d86-9942-31d205251638,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ccec4f1a-e0c3-4bf3-a584-d979f4c7bc2f,"12.918771,77.635681",8th Cross Ayyappa temple road,173,South
,Ajay Mon,2021-01-18 22:19:27,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f5dcca72-073a-458f-b3a0-286d359b7156,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b05a42cb-083f-4c8a-b964-435c7fae8902,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e88c3a27-a086-4639-98cf-f327578ab7e3,"13.0465328,77.6456251",Trinity Fortune Layout,25,Yelahanka
,Akshay_ Juggie94,2021-01-17 11:27:55,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/98a9d1c4-3f33-4b14-b887-8ef0429731c4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cf69914c-41ed-4c90-ad30-9eb87949cea8,"12.8731998,77.6139535","Mahaveer road, Akshaynagar",193,Bommanahalli
,Aleem,2021-01-12 18:43:54,48,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/12043aaf-bff9-425f-9023-8fa649b4cf74,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fca68e94-3601-446d-a7a3-1748ec241136,"12.903179, 77.573237",Kanakapura Main Road,185,Bommanahalli
,Amar,2021-01-29 16:33:32,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7c820388-16fc-4522-8f45-7b47d64d1c2a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bf9cb62b-0afb-4dc6-8517-655053926530,"13.002699, 77.612265",Tannery road,60,West
,Amar,2021-01-29 16:27:56,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/318859ba-10e5-4f38-a393-8f4c021fb845,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e8fe86a5-13fd-4dd9-8599-82a242142e52,"13.003524, 77.621422",Davis road,59,West
,Amar,2021-01-29 16:11:31,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/29cfc757-f696-4cec-a1ff-50aab38cf0a8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/16bf9bb5-257f-4506-b295-300c1a17dc4d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/38a2000b-84d3-4e77-8444-33aed00318fd,"13.005615, 77.623547",Hutchins road,59,West
,Amar,2021-01-29 15:43:30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6f1a5ba4-07f3-4393-849a-09da4d2ed767,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bf01f493-2117-4d84-a0f1-24fdc53d49ce,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/12af3eeb-c8b7-47bc-a282-006937e55e09,"13.009093, 77.643289",Banasavadi main road,27,East
,Amar,2021-01-29 15:36:42,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fe4969ce-70ae-4ed3-8c3e-e76c8d173779,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/09a8b691-b451-4637-bb5f-06480407b133,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f73937ca-4ef1-4cd5-9141-2de4dd70a9e1,"13.013990, 77.641311",Neharu road,27,East
,Amar,2021-01-29 15:13:31,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5601ac84-2f58-4379-89a7-6573fad5e517,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cffcd156-50c0-4921-8a5b-e47cf505b0fe,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bad7a03f-11ec-4b1e-bb5b-bb0dda4e44ff,"12.988828, 77.619512",Assaye road,79,East
,Amar,2021-01-27 17:10:25,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/af5bf0b0-7167-4de9-9291-1281452335ef,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7733ffa5-ed09-4317-b9ce-3a1b0d634f17,"13.004315, 77.711538",A80,53,West
,Amar,2021-01-27 15:39:01,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5296986d-bbb9-431d-9406-b6264d37cbd6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8fec9127-9e41-4345-8519-6316683c117f,"12.948148, 77.746018",SA283,149,Mahadevapura
,Amar,2021-01-25 18:13:27,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/31541236-773d-4ba9-8297-c5d6768da7aa,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/142ed393-ec6a-4c56-bd4a-d481ef4fa018,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bce8542b-ff57-4913-983f-e97eb7b1d7f7,"13.054152, 77.611911",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1a951950-02ad-4525-a56c-8c55f5479223,6,Yelahanka
,Amar,2021-01-25 17:45:32,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1a5dfe1f-a810-4549-9c75-db33d3433b4a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7f99a6fe-dea1-40fd-85fb-d4da214ad330,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f4e17522-0b6a-48d0-b139-5e18c5857748,"13.085080, 77.563912",SA61,9,Yelahanka
,Amar,2021-01-24 13:44:30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c7b16ea8-49c0-4515-9c61-d4058321914f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b6cc66ea-2dac-480e-b220-44c9c7b3dfb3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/84dd8984-5a35-40c4-be66-d1cb9994dde4,"12.85781,77.5885617",SA171,194,Bommanahalli
,Amar,2021-01-24 13:24:17,2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8bb5f50d-87a2-483f-803c-1ac108de2ebf,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8136017c-73e9-4995-8c6d-32abf556ec9b,"12.85781,77.5885617",SA171,194,Bommanahalli
,Amar,2021-01-24 12:59:30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7389ac6e-2764-46ed-89bd-a3288e29de34,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7442db32-a9bd-4137-bbbc-4e60ba8b3ecb,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ebd29cc3-ef2e-4d60-ab49-11e0e1db3ecc,"12.8732417,77.5733017",15th cross narayananagar,194,Bommanahalli
,Amar,2021-01-24 12:51:30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8791b991-8dbc-4697-9b13-a44241171591,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d073886c-8bb1-4dac-b7ee-e2b44616bd2f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b6e3833b-5b22-438b-8481-f052e7fbf184,"12.8735633,77.570785",SA194,194,Bommanahalli
,Amar,2021-01-24 12:39:30,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ffe77656-2228-42cb-8452-466a6ea3dddd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/29b3f2c2-920a-4f57-8600-f46725406d39,"12.878885,77.554845",SA194,197,Bommanahalli
,Amar,2021-01-24 12:18:38,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3aee4f32-bc91-4076-9865-b2be8f98c35d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/86059c5b-42a9-45c7-9cfe-5d3ec10bc875,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8513d9f2-e30a-4f7c-9e97-f4e54127dde3,"12.8814233,77.5433883",A56,184,Bommanahalli
,Amar,2021-01-24 12:16:30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cf953ea7-3062-4031-8af6-baeae142378e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e18ebf1b-35d1-411a-b268-fe2afaf491b1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/69e749ef-3275-4d08-a878-7d78fe36b4bb,"12.88477,77.54064",A56,184,Bommanahalli
,Amar,2021-01-24 12:11:47,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f2f81f08-d60b-432c-933c-f071e73a9c12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0c95df51-2e9b-4712-bb8f-b23d5e789d6d,"12.8878833,77.5412817",A56,184,Bommanahalli
,Amar,2021-01-24 12:02:13,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5483018b-c821-4bb2-9893-a6449b5b9116,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ff14804d-d406-4c25-b1e9-c8e903e3877b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4dd1613c-0683-4467-8df7-d6980487bdb0,"12.90529,77.5433183",A56,184,Bommanahalli
,Amar,2021-01-24 11:52:13,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b51f0ccd-d8c2-4120-b494-ac14aa93650b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d210e35c-08d3-4dd5-8fa1-2e4656b2b6fb,"12.902535,77.54448",A56,184,Bommanahalli
,Amar,2021-01-24 11:46:49,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/44d21be4-4add-4752-9a58-a60553f59e9b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fb64ce36-0337-42d2-a06b-215a2d9564a5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/78013e4c-c31f-4b11-be04-881c2a076b1e,"12.902535,77.54448",A56,184,Bommanahalli
,Amar,2021-01-23 16:33:49,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a3aa2522-779b-45b5-9900-8528024ae72a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/15635324-bc5e-4729-b19a-291701d1d415,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/34746492-e80b-4ed3-85c9-b5832725770f,"13.0090266,77.4984306",A33,40,West
,Amar,2021-01-23 16:29:47,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a73379fb-71c1-4be1-9dd9-d91017358665,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b42fbc4d-f21d-47d7-ac7a-326df1d20579,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1ad3671c-0b01-4342-b01e-344967be027d,"13.0093433,77.4970683",A33,40,West
,Amar,2021-01-23 16:27:29,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e06d57ea-5cbe-4140-966d-c8fd82a4f902,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/29fb9461-344c-4a76-a769-5cc3bf9db6e8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5faa3ff4-9215-454c-8e9f-a72a4908e42a,"13.0108283,77.4926",Sunkadakatte magadi road time peenya 2nd stage,40,West
,Amar,2021-01-23 16:21:22,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cfc82e83-05bf-4892-9c01-b3857c77c1b6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/18736ba6-dfa6-4715-89d8-e12c00f2c646,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/de80dc62-3eb1-467d-9384-3dff8f547e24,"13.0108134,77.4921873",Sunkadakatte at Magadi Road to peena 2nd stage,40,West
,Amar,2021-01-23 16:04:33,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d42b9a95-ddf5-4f66-8d20-cc1acd6e66d8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d4e78b11-4ba4-412b-a0c5-816bf7aa241f,"13.0280276,77.4949193",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5bfde79f-020b-4d94-86b9-a1e4f0c18684,40,West
,Amar,2021-01-23 16:02:12,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/05e58c4d-b6a4-4b15-8053-2c531c0982c2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/27abee93-f748-4751-9e86-8a3020105d5d,"13.0280594,77.4950057",NH4 to Ganga international school,40,West
,Amar,2021-01-23 15:06:28,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5881f7f1-56e3-44cd-863a-88af9c7d4fd4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/851218b7-9c44-424e-a9f2-61249c4952e2,"13.0118211,77.48303",Summanahalli junction to nice road,40,West
,Amar,2021-01-23 14:59:29,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/10b7128a-eb85-412c-b2aa-8cadcffee513,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/127d53b6-4fa1-407a-b856-cc42e355c934,"12.9903147,77.5027351",Summanahalli junction to nice road,71,Dasarahalli
,Amar,2021-01-23 14:29:49,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/17aec8b6-7a5a-4276-a667-864fd668eebc,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e2b03eb3-80a9-4706-a6a7-d2a8b52770c2,"12.9887983,77.4975417",Muddinapalya main road,71,Dasarahalli
,Amar,2021-01-23 14:25:29,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b6219386-aabb-4ea7-92f9-cf713698974c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cb5e7011-ac5b-4e77-97da-8f7e3d302db9,"12.9695267,77.4983167",Muddinapalya main road,72,Rajarajeswari Nagar
,Amar,2021-01-23 14:18:28,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0adab6a9-be10-46c6-9f52-6e894544f24b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3d790ed1-af1d-45c1-bc6c-05735e372121,"12.9695757,77.4982862",Muddinapalya main road,72,Rajarajeswari Nagar
,Amar,2021-01-23 14:09:57,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/344932ed-a9de-42e7-9762-d5cfacf967b6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/df0f30c4-cf5d-4a8f-a835-bb67dd6221ae,"12.9675872,77.5024119",Kenchenahalli roaf,129,Rajarajeswari Nagar
,Amar,2021-01-23 13:46:54,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e952d688-cb77-4adb-8494-2149e732b530,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c6fbc52f-d426-4c1c-b574-6704e2288e29,"12.9666296,77.5050021",Kenchenahalli Road,129,Rajarajeswari Nagar
,Amar,2021-01-23 13:42:53,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1ac6d277-c6b1-488e-ba71-00d8e85c2fba,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1c495e9a-4feb-467d-9037-69b33344f2d7,"12.966455,77.5049017",Kenchenahalli road,129,Rajarajeswari Nagar
,Amar,2021-01-23 13:39:24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/abcb9d34-947d-427e-99ff-052782dc9f6f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/28c9a45d-1c4a-4894-bda3-64ea410a2db8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e72be47f-4856-4609-834d-b2e17820af06,"12.9291133,77.5086883",Mysore road to kenchenahalli road,160,Rajarajeswari Nagar
,Amith Kankatte,2021-01-26 17:23:32,32,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/da20f7d6-bcb3-486d-bb8a-e3e922ff0095,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/78866e0f-e013-4f43-90b3-496a4b2f92a6,"12.882997, 77.558587",5th A Main road,197,Bommanahalli
,Amith Kankatte,2021-01-26 17:18:24,48,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c2510829-2bfd-4345-bf31-e5213bdcf2c5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dafcdce1-e1bc-4777-b676-55693624f749,"12.882367, 77.558858",5th B Main road,197,Bommanahalli
,anoopkamath,2021-01-28 23:06:11,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/958ed3b2-57fe-46d8-b3d6-7b6fd66db976,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/03dcd15f-dee7-414a-915b-d3748f69141e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7127edd9-1b65-4d5a-b353-abc883d3e8e5,"12.897985618951113, 77.677184455096736",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/85cfc825-e201-4b8d-a4cf-777b6e3241aa,150,Mahadevapura
,Anu Kumar Nair,2021-01-28 21:01:57,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e077639f-6bef-477a-b64e-017c867f190d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d5cca23e-f966-4cc8-81dc-e368d63e8fb8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/178406a1-74ab-451a-a076-f4f25c6047f5,"12.8975068 , 77.6782296","4th Cross Owners Court east, Junnasandra Main Road",150,Mahadevapura
,Anup Jose,2021-01-21 12:59:30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d2aa7691-0d3d-4fa6-ac09-527b7f7fa0c3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/019553e9-8770-491e-b556-1c35992ddf67,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9d266646-487b-4d43-8b4b-21eccfa7b3e8,"12.9230021757071,77.6750505800674",Bellandur main road  and oceanus freesia Enclave road.,150,Mahadevapura
,Asha Pallan,2021-01-16 18:54:54,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/78e0d45e-803a-4c0a-ba55-ca6a6edcd687,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0ffc3d27-7127-4176-a85f-7bc0db5e874d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/689b363c-72a0-4619-84d9-0d7cf778be5a,"12.8650765,77.6504093",Basapura Village Road,192,Bommanahalli
,Ashish,2021-01-18 19:33:19,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c58b483b-1d19-4da6-8895-2fff612d623c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9e425eb7-c51c-4d2a-b751-0fdb4c82eac6,"12.8960806,77.5962715",Venkatadri layout,187,Bommanahalli
,Ashish,2021-01-18 14:41:21,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/00067bd9-61e6-4468-9d69-4836972347e1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c20133e4-8240-487d-8f2a-f36b6a4f5f0b,"12.9060419,77.5950984","3rd main road, dollars colony",177,South
,Ashish,2021-01-17 19:31:01,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/474b7a07-4646-4ad5-bb6a-06710ba1aab1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8a024de9-5cba-4921-9fc0-8e89dee2e99a,"12.8916094,77.5940423","1st main road, Govind reddy layout",187,Bommanahalli
,Ashwin prasad,2021-01-23 11:34:17,120,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2b957563-40b9-46a3-b6b5-3600557735e6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/996466e1-1e7d-4252-aefa-14766dbf24d5,"12.8762808,77.5420387",12th cross road,198,Rajarajeswari Nagar
,Ashwin prasad,2021-01-23 11:00:05,120,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/69a713ce-17fc-45fd-a28e-02bf6f90703c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/30c7bda0-0370-4ec3-a23c-bb878361b6db,"12.8767787,77.5424833",11th cross and 12th cross road Kanakapura road,198,Rajarajeswari Nagar
,Avdhesh,2021-01-29 10:29:36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7846306e-f14e-4660-90bb-94f696d12055,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dd12dfae-2a9e-44f5-a10b-dea8d59625b2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/125f964c-1546-4e95-84e2-1bbaca0396ff,"12.89713, 77.678473",Owners court east layout road.,150,Mahadevapura
,Bhagawati,2021-01-29 13:55:24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d668b47a-63ce-44a7-b9db-ec6f2938f86e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d008159f-b52b-4f2a-abfe-1d3311529749,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f4d8c23e-23cb-4e46-bb29-29ac6b7bbe95,"12.89816633858258 , 77.676006769736787",Owners court east,150,Mahadevapura
